"name" "mle" "cilow" "cihigh"
"wmis" "wmis" 1.03478739828005 0.900359173415019 1.18928644396186
"wnon" "wnon" 5.64245598937249e-09 0 Inf
"wspl" "wspl" 0.0345578549364162 0.00482151943538761 0.247690661379731
"wtru" "wtru" 0.0141938705665902 0.00198790320815508 0.101345961329823
"wall" "wall" 0.953073633294158 0.829986519237644 1.09441458316077

theta = 0.00665
